species,stressor,vuln,iucn_sid,src,map_f
glyphoperidium bursa,oceanographic,0.48436,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,organic_pollution,0.49014,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,plastic_pollution_microplastic,0.21499,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,poisons_toxins,0.45807,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,salinity,0.64344,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,sedimentation,0.35546,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,sea_level_rise,0.24218,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,sst_rise,0.73388,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,storm_disturbance,0.19322,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,uv_radiation,0.39105,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
glyphoperidium bursa,wildlife_strike,0.12283,NA,am,species_ranges/am_spp_mol_glyphoperidium_bursa.csv
goniastrea columella,biomass_removal,0.73388,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,bycatch,0.3414,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,entanglement_macroplastic,0.09919,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,eutrophication_nutrient_pollution,0.60789,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,habitat_loss_degradation,0.39261,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,inorganic_pollution,0.49006,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,light_pollution,0.24218,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,marine_heat_waves,0.59431,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,ocean_acidification,0.48852,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,oceanographic,0.48436,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,organic_pollution,0.49014,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,plastic_pollution_microplastic,0.21499,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,poisons_toxins,0.45807,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,salinity,0.64344,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,sedimentation,0.35546,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,sea_level_rise,0.24218,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,sst_rise,0.73388,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,storm_disturbance,0.19322,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,uv_radiation,0.39105,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea columella,wildlife_strike,0.12283,132868,iucn,species_ranges/iucn_spp_mol_132868.csv
goniastrea edwardsi,biomass_removal,0.73388,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,bycatch,0.3414,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,entanglement_macroplastic,0.09919,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,eutrophication_nutrient_pollution,0.60789,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,habitat_loss_degradation,0.39261,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,inorganic_pollution,0.49006,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,light_pollution,0.24218,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,marine_heat_waves,0.59431,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,ocean_acidification,0.48852,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,oceanographic,0.48436,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,organic_pollution,0.49014,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,plastic_pollution_microplastic,0.21499,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,poisons_toxins,0.45807,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,salinity,0.64344,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,sedimentation,0.35546,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,sea_level_rise,0.24218,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,sst_rise,0.73388,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,storm_disturbance,0.19322,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,uv_radiation,0.39105,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea edwardsi,wildlife_strike,0.12283,133365,iucn,species_ranges/iucn_spp_mol_133365.csv
goniastrea favulus,biomass_removal,0.73388,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,bycatch,0.3414,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,entanglement_macroplastic,0.09919,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,eutrophication_nutrient_pollution,0.60789,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,habitat_loss_degradation,0.39261,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,inorganic_pollution,0.49006,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,light_pollution,0.24218,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,marine_heat_waves,0.59431,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,ocean_acidification,0.48852,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,oceanographic,0.48436,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,organic_pollution,0.49014,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,plastic_pollution_microplastic,0.21499,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,poisons_toxins,0.45807,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,salinity,0.64344,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,sedimentation,0.35546,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,sea_level_rise,0.24218,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,sst_rise,0.73388,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,storm_disturbance,0.19322,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,uv_radiation,0.39105,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea favulus,wildlife_strike,0.12283,133060,iucn,species_ranges/iucn_spp_mol_133060.csv
goniastrea minuta,biomass_removal,0.73388,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,bycatch,0.3414,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,entanglement_macroplastic,0.09919,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,eutrophication_nutrient_pollution,0.60789,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,habitat_loss_degradation,0.39261,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,inorganic_pollution,0.49006,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,light_pollution,0.24218,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,marine_heat_waves,0.59431,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,ocean_acidification,0.48852,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,oceanographic,0.48436,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,organic_pollution,0.49014,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,plastic_pollution_microplastic,0.21499,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,poisons_toxins,0.45807,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,salinity,0.64344,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,sedimentation,0.35546,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,sea_level_rise,0.24218,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,sst_rise,0.73388,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,storm_disturbance,0.19322,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,uv_radiation,0.39105,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea minuta,wildlife_strike,0.12283,133101,iucn,species_ranges/iucn_spp_mol_133101.csv
goniastrea pectinata,biomass_removal,0.73388,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,bycatch,0.3414,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,entanglement_macroplastic,0.09919,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,eutrophication_nutrient_pollution,0.60789,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,habitat_loss_degradation,0.39261,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,inorganic_pollution,0.49006,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,light_pollution,0.24218,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,marine_heat_waves,0.59431,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,ocean_acidification,0.48852,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,oceanographic,0.48436,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,organic_pollution,0.49014,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,plastic_pollution_microplastic,0.21499,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,poisons_toxins,0.45807,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,salinity,0.64344,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,sedimentation,0.35546,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,sea_level_rise,0.24218,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,sst_rise,0.73388,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,storm_disturbance,0.19322,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,uv_radiation,0.39105,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea pectinata,wildlife_strike,0.12283,133414,iucn,species_ranges/iucn_spp_mol_133414.csv
goniastrea ramosa,biomass_removal,0.73388,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,bycatch,0.3414,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,entanglement_macroplastic,0.09919,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,eutrophication_nutrient_pollution,0.60789,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,habitat_loss_degradation,0.39261,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,inorganic_pollution,0.49006,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,light_pollution,0.24218,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,marine_heat_waves,0.59431,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,ocean_acidification,0.48852,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,oceanographic,0.48436,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,organic_pollution,0.49014,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,plastic_pollution_microplastic,0.21499,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,poisons_toxins,0.45807,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,salinity,0.64344,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,sedimentation,0.35546,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,sea_level_rise,0.24218,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,sst_rise,0.73388,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,storm_disturbance,0.19322,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,uv_radiation,0.39105,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea ramosa,wildlife_strike,0.12283,133515,iucn,species_ranges/iucn_spp_mol_133515.csv
goniastrea retiformis,biomass_removal,0.73388,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,bycatch,0.3414,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,entanglement_macroplastic,0.09919,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,eutrophication_nutrient_pollution,0.60789,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,habitat_loss_degradation,0.39261,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,inorganic_pollution,0.49006,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,light_pollution,0.24218,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,marine_heat_waves,0.59431,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,ocean_acidification,0.48852,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,oceanographic,0.48436,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,organic_pollution,0.49014,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,plastic_pollution_microplastic,0.21499,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,poisons_toxins,0.45807,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,salinity,0.64344,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,sedimentation,0.35546,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,sea_level_rise,0.24218,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,sst_rise,0.73388,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,storm_disturbance,0.19322,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,uv_radiation,0.39105,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea retiformis,wildlife_strike,0.12283,133634,iucn,species_ranges/iucn_spp_mol_133634.csv
goniastrea stelligera,biomass_removal,0.73388,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,bycatch,0.3414,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,entanglement_macroplastic,0.09919,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,eutrophication_nutrient_pollution,0.60789,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,habitat_loss_degradation,0.39261,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,inorganic_pollution,0.49006,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,light_pollution,0.24218,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,marine_heat_waves,0.59431,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,ocean_acidification,0.48852,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,oceanographic,0.48436,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,organic_pollution,0.49014,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,plastic_pollution_microplastic,0.21499,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,poisons_toxins,0.45807,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,salinity,0.64344,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,sedimentation,0.35546,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,sea_level_rise,0.24218,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,sst_rise,0.73388,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,storm_disturbance,0.19322,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,uv_radiation,0.39105,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea stelligera,wildlife_strike,0.12283,133593,iucn,species_ranges/iucn_spp_mol_133593.csv
goniastrea thecata,biomass_removal,0.73388,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,bycatch,0.3414,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,entanglement_macroplastic,0.09919,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,eutrophication_nutrient_pollution,0.60789,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,habitat_loss_degradation,0.39261,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,inorganic_pollution,0.49006,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,light_pollution,0.24218,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,marine_heat_waves,0.59431,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,ocean_acidification,0.48852,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,oceanographic,0.48436,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,organic_pollution,0.49014,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,plastic_pollution_microplastic,0.21499,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,poisons_toxins,0.45807,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,salinity,0.64344,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,sedimentation,0.35546,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,sea_level_rise,0.24218,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,sst_rise,0.73388,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,storm_disturbance,0.19322,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,uv_radiation,0.39105,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniastrea thecata,wildlife_strike,0.12283,133665,iucn,species_ranges/iucn_spp_mol_133665.csv
goniopora albiconus,biomass_removal,0.73388,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,bycatch,0.3414,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,entanglement_macroplastic,0.09919,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,eutrophication_nutrient_pollution,0.60789,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,habitat_loss_degradation,0.39261,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,inorganic_pollution,0.49006,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,light_pollution,0.24218,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,marine_heat_waves,0.59431,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,ocean_acidification,0.48852,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,oceanographic,0.48436,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,organic_pollution,0.49014,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,plastic_pollution_microplastic,0.21499,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,poisons_toxins,0.45807,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,salinity,0.64344,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,sedimentation,0.35546,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,sea_level_rise,0.24218,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,sst_rise,0.73388,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,storm_disturbance,0.19322,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,uv_radiation,0.39105,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora albiconus,wildlife_strike,0.12283,133368,iucn,species_ranges/iucn_spp_mol_133368.csv
goniopora burgosi,biomass_removal,0.73388,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,bycatch,0.3414,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,entanglement_macroplastic,0.09919,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,eutrophication_nutrient_pollution,0.60789,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,habitat_loss_degradation,0.39261,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,inorganic_pollution,0.49006,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,light_pollution,0.24218,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,marine_heat_waves,0.59431,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,ocean_acidification,0.48852,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,oceanographic,0.48436,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,organic_pollution,0.49014,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,plastic_pollution_microplastic,0.21499,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,poisons_toxins,0.45807,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,salinity,0.64344,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,sedimentation,0.35546,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,sea_level_rise,0.24218,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,sst_rise,0.73388,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,storm_disturbance,0.19322,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,uv_radiation,0.39105,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora burgosi,wildlife_strike,0.12283,133391,iucn,species_ranges/iucn_spp_mol_133391.csv
goniopora cellulosa,biomass_removal,0.73388,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,bycatch,0.3414,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,entanglement_macroplastic,0.09919,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,eutrophication_nutrient_pollution,0.60789,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,habitat_loss_degradation,0.39261,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,inorganic_pollution,0.49006,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,light_pollution,0.24218,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,marine_heat_waves,0.59431,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,ocean_acidification,0.48852,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,oceanographic,0.48436,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,organic_pollution,0.49014,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,plastic_pollution_microplastic,0.21499,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,poisons_toxins,0.45807,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,salinity,0.64344,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,sedimentation,0.35546,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,sea_level_rise,0.24218,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,sst_rise,0.73388,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,storm_disturbance,0.19322,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,uv_radiation,0.39105,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora cellulosa,wildlife_strike,0.12283,132898,iucn,species_ranges/iucn_spp_mol_132898.csv
goniopora ciliatus,biomass_removal,0.73388,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,bycatch,0.3414,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,entanglement_macroplastic,0.09919,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,eutrophication_nutrient_pollution,0.60789,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,habitat_loss_degradation,0.39261,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,inorganic_pollution,0.49006,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,light_pollution,0.24218,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,marine_heat_waves,0.59431,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,ocean_acidification,0.48852,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,oceanographic,0.48436,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,organic_pollution,0.49014,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,plastic_pollution_microplastic,0.21499,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,poisons_toxins,0.45807,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,salinity,0.64344,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,sedimentation,0.35546,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,sea_level_rise,0.24218,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,sst_rise,0.73388,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
goniopora ciliatus,storm_disturbance,0.19322,133149,iucn,species_ranges/iucn_spp_mol_133149.csv
