species,stressor,vuln,iucn_sid,src,map_f
alveopora marionensis,salinity,0.64344,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,sedimentation,0.35546,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,sea_level_rise,0.24218,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,sst_rise,0.73388,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,storm_disturbance,0.19322,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,uv_radiation,0.39105,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora marionensis,wildlife_strike,0.12283,132896,iucn,species_ranges/iucn_spp_mol_132896.csv
alveopora minuta,biomass_removal,0.73388,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,bycatch,0.3414,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,entanglement_macroplastic,0.09919,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,eutrophication_nutrient_pollution,0.60789,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,habitat_loss_degradation,0.39261,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,inorganic_pollution,0.49006,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,light_pollution,0.24218,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,marine_heat_waves,0.59431,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,ocean_acidification,0.48852,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,oceanographic,0.48436,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,organic_pollution,0.49014,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,plastic_pollution_microplastic,0.21499,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,poisons_toxins,0.45807,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,salinity,0.64344,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,sedimentation,0.35546,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,sea_level_rise,0.24218,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,sst_rise,0.73388,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,storm_disturbance,0.19322,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,uv_radiation,0.39105,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora minuta,wildlife_strike,0.12283,133467,iucn,species_ranges/iucn_spp_mol_133467.csv
alveopora ocellata,biomass_removal,0.73388,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,bycatch,0.3414,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,entanglement_macroplastic,0.09919,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,eutrophication_nutrient_pollution,0.60789,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,habitat_loss_degradation,0.39261,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,inorganic_pollution,0.49006,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,light_pollution,0.24218,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,marine_heat_waves,0.59431,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,ocean_acidification,0.48852,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,oceanographic,0.48436,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,organic_pollution,0.49014,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,plastic_pollution_microplastic,0.21499,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,poisons_toxins,0.45807,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,salinity,0.64344,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,sedimentation,0.35546,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,sea_level_rise,0.24218,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,sst_rise,0.73388,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,storm_disturbance,0.19322,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,uv_radiation,0.39105,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora ocellata,wildlife_strike,0.12283,133339,iucn,species_ranges/iucn_spp_mol_133339.csv
alveopora spongiosa,biomass_removal,0.73388,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,bycatch,0.3414,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,entanglement_macroplastic,0.09919,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,eutrophication_nutrient_pollution,0.60789,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,habitat_loss_degradation,0.39261,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,inorganic_pollution,0.49006,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,light_pollution,0.24218,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,marine_heat_waves,0.59431,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,ocean_acidification,0.48852,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,oceanographic,0.48436,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,organic_pollution,0.49014,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,plastic_pollution_microplastic,0.21499,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,poisons_toxins,0.45807,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,salinity,0.64344,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,sedimentation,0.35546,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,sea_level_rise,0.24218,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,sst_rise,0.73388,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,storm_disturbance,0.19322,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,uv_radiation,0.39105,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora spongiosa,wildlife_strike,0.12283,133482,iucn,species_ranges/iucn_spp_mol_133482.csv
alveopora tizardi,biomass_removal,0.73388,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,bycatch,0.3414,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,entanglement_macroplastic,0.09919,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,eutrophication_nutrient_pollution,0.60789,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,habitat_loss_degradation,0.39261,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,inorganic_pollution,0.49006,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,light_pollution,0.24218,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,marine_heat_waves,0.59431,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,ocean_acidification,0.48852,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,oceanographic,0.48436,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,organic_pollution,0.49014,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,plastic_pollution_microplastic,0.21499,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,poisons_toxins,0.45807,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,salinity,0.64344,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,sedimentation,0.35546,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,sea_level_rise,0.24218,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,sst_rise,0.73388,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,storm_disturbance,0.19322,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,uv_radiation,0.39105,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora tizardi,wildlife_strike,0.12283,133675,iucn,species_ranges/iucn_spp_mol_133675.csv
alveopora verrilliana,biomass_removal,0.73388,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,bycatch,0.3414,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,entanglement_macroplastic,0.09919,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,eutrophication_nutrient_pollution,0.60789,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,habitat_loss_degradation,0.39261,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,inorganic_pollution,0.49006,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,light_pollution,0.24218,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,marine_heat_waves,0.59431,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,ocean_acidification,0.48852,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,oceanographic,0.48436,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,organic_pollution,0.49014,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,plastic_pollution_microplastic,0.21499,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,poisons_toxins,0.45807,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,salinity,0.64344,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,sedimentation,0.35546,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,sea_level_rise,0.24218,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,sst_rise,0.73388,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,storm_disturbance,0.19322,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,uv_radiation,0.39105,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora verrilliana,wildlife_strike,0.12283,133156,iucn,species_ranges/iucn_spp_mol_133156.csv
alveopora viridis,biomass_removal,0.73388,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,bycatch,0.3414,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,entanglement_macroplastic,0.09919,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,eutrophication_nutrient_pollution,0.60789,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,habitat_loss_degradation,0.39261,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,inorganic_pollution,0.49006,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,light_pollution,0.24218,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,marine_heat_waves,0.59431,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,ocean_acidification,0.48852,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,oceanographic,0.48436,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,organic_pollution,0.49014,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,plastic_pollution_microplastic,0.21499,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,poisons_toxins,0.45807,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,salinity,0.64344,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,sedimentation,0.35546,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,sea_level_rise,0.24218,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,sst_rise,0.73388,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,storm_disturbance,0.19322,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,uv_radiation,0.39105,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
alveopora viridis,wildlife_strike,0.12283,133567,iucn,species_ranges/iucn_spp_mol_133567.csv
anacropora forbesi,biomass_removal,0.73388,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,bycatch,0.3414,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,entanglement_macroplastic,0.09919,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,eutrophication_nutrient_pollution,0.60789,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,habitat_loss_degradation,0.39261,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,inorganic_pollution,0.49006,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,light_pollution,0.24218,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,marine_heat_waves,0.59431,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,ocean_acidification,0.48852,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,oceanographic,0.48436,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,organic_pollution,0.49014,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,plastic_pollution_microplastic,0.21499,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,poisons_toxins,0.45807,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,salinity,0.64344,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,sedimentation,0.35546,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,sea_level_rise,0.24218,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,sst_rise,0.73388,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,storm_disturbance,0.19322,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,uv_radiation,0.39105,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora forbesi,wildlife_strike,0.12283,133341,iucn,species_ranges/iucn_spp_mol_133341.csv
anacropora matthaii,biomass_removal,0.73388,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,bycatch,0.3414,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,entanglement_macroplastic,0.09919,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,eutrophication_nutrient_pollution,0.60789,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,habitat_loss_degradation,0.39261,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,inorganic_pollution,0.49006,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,light_pollution,0.24218,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,marine_heat_waves,0.59431,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,ocean_acidification,0.48852,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,oceanographic,0.48436,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,organic_pollution,0.49014,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,plastic_pollution_microplastic,0.21499,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,poisons_toxins,0.45807,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,salinity,0.64344,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,sedimentation,0.35546,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,sea_level_rise,0.24218,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,sst_rise,0.73388,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,storm_disturbance,0.19322,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,uv_radiation,0.39105,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora matthaii,wildlife_strike,0.12283,132973,iucn,species_ranges/iucn_spp_mol_132973.csv
anacropora pillai,biomass_removal,0.73388,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,bycatch,0.3414,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,entanglement_macroplastic,0.09919,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,eutrophication_nutrient_pollution,0.60789,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,habitat_loss_degradation,0.39261,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,inorganic_pollution,0.49006,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,light_pollution,0.24218,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,marine_heat_waves,0.59431,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,ocean_acidification,0.48852,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,oceanographic,0.48436,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,organic_pollution,0.49014,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,plastic_pollution_microplastic,0.21499,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,poisons_toxins,0.45807,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,salinity,0.64344,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,sedimentation,0.35546,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,sea_level_rise,0.24218,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,sst_rise,0.73388,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,storm_disturbance,0.19322,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,uv_radiation,0.39105,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora pillai,wildlife_strike,0.12283,133524,iucn,species_ranges/iucn_spp_mol_133524.csv
anacropora puertogalerae,biomass_removal,0.73388,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,bycatch,0.3414,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,entanglement_macroplastic,0.09919,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,eutrophication_nutrient_pollution,0.60789,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,habitat_loss_degradation,0.39261,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,inorganic_pollution,0.49006,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,light_pollution,0.24218,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,marine_heat_waves,0.59431,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,ocean_acidification,0.48852,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,oceanographic,0.48436,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,organic_pollution,0.49014,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,plastic_pollution_microplastic,0.21499,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,poisons_toxins,0.45807,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,salinity,0.64344,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,sedimentation,0.35546,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,sea_level_rise,0.24218,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,sst_rise,0.73388,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,storm_disturbance,0.19322,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,uv_radiation,0.39105,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora puertogalerae,wildlife_strike,0.12283,133415,iucn,species_ranges/iucn_spp_mol_133415.csv
anacropora reticulata,biomass_removal,0.73388,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,bycatch,0.3414,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,entanglement_macroplastic,0.09919,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,eutrophication_nutrient_pollution,0.60789,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,habitat_loss_degradation,0.39261,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,inorganic_pollution,0.49006,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,light_pollution,0.24218,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,marine_heat_waves,0.59431,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,ocean_acidification,0.48852,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,oceanographic,0.48436,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,organic_pollution,0.49014,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,plastic_pollution_microplastic,0.21499,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,poisons_toxins,0.45807,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,salinity,0.64344,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,sedimentation,0.35546,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,sea_level_rise,0.24218,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,sst_rise,0.73388,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,storm_disturbance,0.19322,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,uv_radiation,0.39105,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora reticulata,wildlife_strike,0.12283,133689,iucn,species_ranges/iucn_spp_mol_133689.csv
anacropora spinosa,biomass_removal,0.73388,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,bycatch,0.3414,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,entanglement_macroplastic,0.09919,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,eutrophication_nutrient_pollution,0.60789,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,habitat_loss_degradation,0.39261,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,inorganic_pollution,0.49006,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,light_pollution,0.24218,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,marine_heat_waves,0.59431,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,ocean_acidification,0.48852,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,oceanographic,0.48436,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,organic_pollution,0.49014,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,plastic_pollution_microplastic,0.21499,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,poisons_toxins,0.45807,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,salinity,0.64344,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,sedimentation,0.35546,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,sea_level_rise,0.24218,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,sst_rise,0.73388,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,storm_disturbance,0.19322,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,uv_radiation,0.39105,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spinosa,wildlife_strike,0.12283,133046,iucn,species_ranges/iucn_spp_mol_133046.csv
anacropora spumosa,biomass_removal,0.73388,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,bycatch,0.3414,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,entanglement_macroplastic,0.09919,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,eutrophication_nutrient_pollution,0.60789,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,habitat_loss_degradation,0.39261,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,inorganic_pollution,0.49006,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,light_pollution,0.24218,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,marine_heat_waves,0.59431,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,ocean_acidification,0.48852,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,oceanographic,0.48436,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,organic_pollution,0.49014,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,plastic_pollution_microplastic,0.21499,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,poisons_toxins,0.45807,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,salinity,0.64344,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,sedimentation,0.35546,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,sea_level_rise,0.24218,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,sst_rise,0.73388,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,storm_disturbance,0.19322,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,uv_radiation,0.39105,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anacropora spumosa,wildlife_strike,0.12283,133005,iucn,species_ranges/iucn_spp_mol_133005.csv
anemonia sulcata,biomass_removal,0.73388,NA,am,species_ranges/am_spp_mol_anemonia_sulcata.csv
anemonia sulcata,bycatch,0.3414,NA,am,species_ranges/am_spp_mol_anemonia_sulcata.csv
anemonia sulcata,entanglement_macroplastic,0.09919,NA,am,species_ranges/am_spp_mol_anemonia_sulcata.csv
anemonia sulcata,eutrophication_nutrient_pollution,0.60789,NA,am,species_ranges/am_spp_mol_anemonia_sulcata.csv
anemonia sulcata,habitat_loss_degradation,0.39261,NA,am,species_ranges/am_spp_mol_anemonia_sulcata.csv
