cell_id,therm_prs
2880151,0
2880152,0
2880153,0
2880154,0
2880155,0
2883766,0
2883767,0
2883768,0
2883769,0
2883770,0
2883771,0
2883772,0
2883773,0
2887382,0
2887383,0
2887384,0
2887385,0
2887386,0
2887387,0
2887388,0
2887389,0
2887390,0
2887391,0
2890999,0
2891000,0
2891001,0
2891002,0
2891003,0
2891004,0
2891005,0
2891006,0
2891007,0
2891008,0
2891009,0
2894615,0
2894616,0
2894617,0
2894618,0
2894619,0
2894620,0
2894621,0
2894622,0
2894623,0
2894624,0
2894625,0
2894626,0
2898232,0
2898233,0
2898234,0
2898235,0
2898236,0
2898237,0
2898238,0
2898239,0
2898240,0
2898241,0
2898242,0
2898243,0
2898244,0
2901848,0
2901849,0
2901850,0
2901851,0
2901852,0
2901853,0
2901854,0
2901855,0
2901856,0
2901857,0
2901858,0
2901859,0
2901860,0
2901861,0
2905465,0
2905466,0
2905467,0
2905468,0
2905469,0
2905470,0
2905471,0
2905472,0
2905473,0
2905476,0
2905477,0
2905478,0
2909082,0
2909083,0
2909084,0
2909085,0
2909086,0
2909087,0
2909088,0
2909089,0
2909090,0
2909092,0
2909093,0
2909094,0
2912699,0
2912700,0
2912701,0
2912702,0
2912703,0
2912704,0
2912705,0
2912706,0
2912707,0
2912708,0
2912709,0
2912710,0
2912711,0
2916316,0
2916317,0
2916318,0
2916319,0
2916320,0
2916321,0
2916322,0
2916323,0
2916324,0
2916325,0
2916326,0
2916327,0
2916328,0
2919934,0
2919935,0
2919936,0
2919937,0
2919938,0
2919939,0
2919940,0
2919941,0
2919942,0
2919943,0
2919944,0
2923551,0
2923552,0
2923553,0
2923554,0
2923555,0
2923556,0
2923557,0
2923558,0
2923559,0
2923560,0
2923561,0
2927169,0
2927170,0
2927171,0
2927172,0
2927173,0
2927174,0
2927175,0
2927176,0
2927177,0
2930787,0
2930788,0
2930789,0
2930790,0
2930791,0
2930792,0
2930793,0
2934406,0
2934407,0
