prob,cell_id
0.02,1176922
0.02,1176923
0.02,1176924
0.02,1180539
0.02,1180540
0.02,1184157
0.02,1187773
0.02,1191387
0.02,1191388
0.02,1191389
0.02,1191390
0.09,1180541
0.09,1180542
0.09,1184158
0.09,1184159
0.09,1187774
0.09,1187775
0.09,1191391
0.02,1194923
0.02,1194924
0.02,1198539
0.02,1198540
0.02,1198541
0.02,1202155
0.02,1202156
0.02,1202157
0.02,1202158
0.02,1205773
0.02,1205774
0.02,1205775
0.02,1209389
0.02,1209390
0.02,1209391
0.11,1194942
0.11,1194943
0.11,1194944
0.11,1194945
0.12,1194946
0.15,1194963
0.15,1194964
0.15,1198580
0.15,1202195
0.15,1202196
0.15,1202197
0.15,1205812
0.15,1205813
0.15,1209428
0.15,1209429
0.15,1209430
0.08,1194965
0.08,1194966
0.08,1194967
0.08,1194968
0.08,1198581
0.08,1198582
0.08,1198583
0.08,1198584
0.08,1202198
0.08,1202199
0.08,1202200
0.08,1202201
0.08,1205814
0.08,1205815
0.08,1205816
0.08,1205817
0.08,1209431
0.08,1209432
0.08,1209433
0.11,1195007
0.11,1202242
0.11,1202243
0.11,1205857
0.11,1205858
0.11,1205859
0.11,1205860
0.11,1209473
0.11,1209474
0.11,1209475
0.11,1209476
0.1,1209477
0.01,1223841
0.01,1227455
0.01,1227456
0.01,1227457
0.01,1231071
0.01,1231072
0.01,1231073
0.01,1231074
0.01,1223842
0.01,1227458
0.01,1227459
0.01,1227460
0.01,1227461
0.01,1231075
0.01,1231076
0.01,1231077
0.01,1231078
0.05,1216619
0.05,1216620
0.05,1220235
0.05,1220236
0.05,1223850
0.05,1223851
0.05,1223852
0.05,1223853
0.05,1227466
0.05,1227467
0.05,1227468
0.05,1227469
0.05,1231083
0.05,1231084
0.05,1231085
0.05,1231086
0.05,1213005
0.05,1213006
0.05,1213007
0.05,1216621
0.05,1216622
0.05,1216623
0.05,1220237
0.05,1220238
0.05,1227470
0.05,1227471
0.05,1227472
0.05,1227473
0.05,1231087
0.05,1231088
0.05,1231089
0.05,1227474
0.05,1231090
0.07,1216631
0.07,1231097
0.09,1227485
0.09,1231101
0.1,1231102
0.1,1231105
0.12,1231106
0.12,1231107
0.12,1231108
0.12,1231109
0.15,1213044
0.15,1213045
0.15,1213046
0.15,1216661
0.15,1216662
0.15,1216663
0.15,1223895
0.15,1223896
0.15,1227510
0.15,1227511
0.15,1227512
0.15,1231126
0.15,1231127
0.15,1231128
0.08,1213047
0.08,1213048
0.08,1213049
0.08,1213050
0.08,1216664
0.08,1216665
