cell_id,presence
1811466,1
1811467,1
1811468,1
1811469,1
1811470,1
1811471,1
1815082,1
1815083,1
1815084,1
1815085,1
1815086,1
1815087,1
1815088,1
1815090,1
1818698,1
1818699,1
1818700,1
1818701,1
1818702,1
1818703,1
1818704,1
1818705,1
1822315,1
1822316,1
1822317,1
1822318,1
1822319,1
1822320,1
1822323,1
1825932,1
1825933,1
1825934,1
1825936,1
1825937,1
1825939,1
1829550,1
1829551,1
1829552,1
1829554,1
1829555,1
1829556,1
1829557,1
1833167,1
1833168,1
1833169,1
1833170,1
1833171,1
1833172,1
1833173,1
1833174,1
1833175,1
1833176,1
1833180,1
1833181,1
1833182,1
1836785,1
1836786,1
1836787,1
1836788,1
1836789,1
1836790,1
1836791,1
1836792,1
1836793,1
1836794,1
1836795,1
1836798,1
1836799,1
1836800,1
1840403,1
1840404,1
1840405,1
1840406,1
1840407,1
1840408,1
1840409,1
1840410,1
1840413,1
1840416,1
1840417,1
1844020,1
1844021,1
1844023,1
1844024,1
1844025,1
1844026,1
1844027,1
1844028,1
1844033,1
1844035,1
1844036,1
1847638,1
1847639,1
1847640,1
1847641,1
1847642,1
1847643,1
1847644,1
1847645,1
1847646,1
1847647,1
1847650,1
1847651,1
1847653,1
1847654,1
1851257,1
1851258,1
1851259,1
1851260,1
1851261,1
1851262,1
1851263,1
1851264,1
1851265,1
1851267,1
1851268,1
1851271,1
1851272,1
1854874,1
1854875,1
1854876,1
1854877,1
1854878,1
1854879,1
1854880,1
1854881,1
1854882,1
1854884,1
1854885,1
1854886,1
1854887,1
1854888,1
1854889,1
1854890,1
1858491,1
1858492,1
1858493,1
1858497,1
1858498,1
1858499,1
1858500,1
1858501,1
1858502,1
1858505,1
1858507,1
1858519,1
1862109,1
1862110,1
1862111,1
1862114,1
1862115,1
1862116,1
1862117,1
1862118,1
1862119,1
1862120,1
1862124,1
1862125,1
1862136,1
1862137,1
1862138,1
1865727,1
1865728,1
1865730,1
1865731,1
1865732,1
1865733,1
1865734,1
1865735,1
1865736,1
1865737,1
1865740,1
1865742,1
1865753,1
1865754,1
1869343,1
1869344,1
1869345,1
1869348,1
1869349,1
1869350,1
1869351,1
1869352,1
1869353,1
1869354,1
1869355,1
1869357,1
1869358,1
1869359,1
1869370,1
1869371,1
1869372,1
1872961,1
1872971,1
1872972,1
1872973,1
1872974,1
1872976,1
1872988,1
1872989,1
1876578,1
1876590,1
1876591,1
1876592,1
1876605,1
1876606,1
1876607,1
1880207,1
1880208,1
1880209,1
1880210,1
1880223,1
1880224,1
1883824,1
1883825,1
1883826,1
1883827,1
1883828,1
1883840,1
1883841,1
1883842,1
1887442,1
1887444,1
1887445,1
1887458,1
1887459,1
1887460,1
1891059,1
1891060,1
1891061,1
1891062,1
1891063,1
1891076,1
1891077,1
1894676,1
1894677,1
1894678,1
1894679,1
1894680,1
1894681,1
1894682,1
1894685,1
1894686,1
1894693,1
1894694,1
1894695,1
1898293,1
1898294,1
1898295,1
1898297,1
1898298,1
1898299,1
1898300,1
1898310,1
1898311,1
1898312,1
1901912,1
1901914,1
1901915,1
1901916,1
1901917,1
1901920,1
1901921,1
1901928,1
1901929,1
1901930,1
1905528,1
1905529,1
1905530,1
1905533,1
1905538,1
1905539,1
1905542,1
1905543,1
1905545,1
1905546,1
1909145,1
1909146,1
1909147,1
1909148,1
1909151,1
1909152,1
1909156,1
1909157,1
1909161,1
1909162,1
1909163,1
1912763,1
1912764,1
1912765,1
1912769,1
1912770,1
1912771,1
1912772,1
1912774,1
1912778,1
1912779,1
1912780,1
1912781,1
1916379,1
1916380,1
1916381,1
1916382,1
1916387,1
1916388,1
1916389,1
1916390,1
1916391,1
1916392,1
1916395,1
1916396,1
1916397,1
1916398,1
1916399,1
1919998,1
1919999,1
1920008,1
1920009,1
1920010,1
1920011,1
1920012,1
1920013,1
1920014,1
1920015,1
1920016,1
1923626,1
1923627,1
1923628,1
1923629,1
1923630,1
1923631,1
1923632,1
1923633,1
1927232,1
1927233,1
1927234,1
1927237,1
1927238,1
1927239,1
1927241,1
1927242,1
1927243,1
1927244,1
1927245,1
1927246,1
1927247,1
1927248,1
1927249,1
1927250,1
1927251,1
1930850,1
1930851,1
1930854,1
1930855,1
1930856,1
1930857,1
1930858,1
1930860,1
1930861,1
1930862,1
1930863,1
1930864,1
1930865,1
1930866,1
1930867,1
1930868,1
1934474,1
1934475,1
1934476,1
1934477,1
1934478,1
1934479,1
1934480,1
1934481,1
1934482,1
1934484,1
1934485,1
1934486,1
1938092,1
1938093,1
1938094,1
1938095,1
1938096,1
1938097,1
1938098,1
1938099,1
1938100,1
1938102,1
1938103,1
1938104,1
1941705,1
1941709,1
1941710,1
1941711,1
1941712,1
1941713,1
1941714,1
1941715,1
1941716,1
1941717,1
1941719,1
1941720,1
1945323,1
1945327,1
1945328,1
1945330,1
1945332,1
1945333,1
1945334,1
1945336,1
1945337,1
1948936,1
1948945,1
1948946,1
1948947,1
1948951,1
1948952,1
1948953,1
1948954,1
1952563,1
1952565,1
1952568,1
1952569,1
1952570,1
1952571,1
1956183,1
1956184,1
1956185,1
1956186,1
1956187,1
1956188,1
1959796,1
1959797,1
1959798,1
1959799,1
1963413,1
1963414,1
1963415,1
1963416,1
1967028,1
1967029,1
1967031,1
1967032,1
1970640,1
1970645,1
1970646,1
1970647,1
1970648,1
1970650,1
1970652,1
1970653,1
1970654,1
1974263,1
1974266,1
1974267,1
1974271,1
1974272,1
1977881,1
1977882,1
1977883,1
1977884,1
1981500,1
1981501,1
1985117,1
1985118,1
1988734,1
1988735,1
1992348,1
1995963,1
1995966,1
1995968,1
1999583,1
1999584,1
1999585,1
2003202,1
2010434,1
2010435,1
2010442,1
2010443,1
2014052,1
2014053,1
2014059,1
2014060,1
2017670,1
2017677,1
2017678,1
2017679,1
2021294,1
2021295,1
2021296,1
2024904,1
2024910,1
2024911,1
2024912,1
2024913,1
2028520,1
2028521,1
2028526,1
2028527,1
2028528,1
2028530,1
2028531,1
2032142,1
2032143,1
2032144,1
2032147,1
2032148,1
2032149,1
2032150,1
2032151,1
2035759,1
2035760,1
2035764,1
2035765,1
2035766,1
2035768,1
2039376,1
2039377,1
2039378,1
2039380,1
2039381,1
2039382,1
2039383,1
2039384,1
2039385,1
2042994,1
2042995,1
2042996,1
2042997,1
2042998,1
2043002,1
2043003,1
2046611,1
2046612,1
2046613,1
2046614,1
2046615,1
2050228,1
2050229,1
2050230,1
2050231,1
2050348,1
2050349,1
2053837,1
2053838,1
2053839,1
2053840,1
2053843,1
2053844,1
2053846,1
2053847,1
2053966,1
2053967,1
2053968,1
2057456,1
2057457,1
2057462,1
2057464,1
2057465,1
2057584,1
2057585,1
2057586,1
2061079,1
2061080,1
2061082,1
2061201,1
2061202,1
2061203,1
2061204,1
2064697,1
2064698,1
2064699,1
2064820,1
2064821,1
2064822,1
2068316,1
2068438,1
2068439,1
2071929,1
2071930,1
2071931,1
2071932,1
2072056,1
2072057,1
2075546,1
2075549,1
2075674,1
2075675,1
2079164,1
2079165,1
2079291,1
2079292,1
2082778,1
2082908,1
2082909,1
2082910,1
2086394,1
2086395,1
2086396,1
2086399,1
2086400,1
2086526,1
2086527,1
2086528,1
2090011,1
2090013,1
2090015,1
2090016,1
2090017,1
2090143,1
2090144,1
2090146,1
2093628,1
2093629,1
2093630,1
2093632,1
2093633,1
2093634,1
2093635,1
2093761,1
2093762,1
2093763,1
2097246,1
2097247,1
2097248,1
2097249,1
2097250,1
2097251,1
2097379,1
2100862,1
2100863,1
2100864,1
2100865,1
2100866,1
2100867,1
2100869,1
2100996,1
2100997,1
2100998,1
2104475,1
2104479,1
2104480,1
2104481,1
2104483,1
2104486,1
2104487,1
2104614,1
2104615,1
2104616,1
2108092,1
2108093,1
2108094,1
2108097,1
2108098,1
2108099,1
2108102,1
2108103,1
2108104,1
2108231,1
2108232,1
2108233,1
2111684,1
2111685,1
2111686,1
2111687,1
2111688,1
2111689,1
2111690,1
2111707,1
2111709,1
2111710,1
2111711,1
2111716,1
2111717,1
2111719,1
2111720,1
2111721,1
2111850,1
2111851,1
2115299,1
2115300,1
2115301,1
2115302,1
2115303,1
2115304,1
2115305,1
2115306,1
2115323,1
2115324,1
2115325,1
2115332,1
2115333,1
2115334,1
2115335,1
2115336,1
2115337,1
2115468,1
2118913,1
2118914,1
2118915,1
2118916,1
2118917,1
2118918,1
2118919,1
2118920,1
2118921,1
2118922,1
2118940,1
2118942,1
2118943,1
2118944,1
2118945,1
2118946,1
2118948,1
2118949,1
2118950,1
2118952,1
2118953,1
2122528,1
2122529,1
2122530,1
2122531,1
2122532,1
2122533,1
2122534,1
2122535,1
2122536,1
2122537,1
2122538,1
2122539,1
2122557,1
2122558,1
2122559,1
2122560,1
2122561,1
2122562,1
2122563,1
2122564,1
2122565,1
2122566,1
2122567,1
2122569,1
2122570,1
2122571,1
2126143,1
2126144,1
2126145,1
2126146,1
2126147,1
2126148,1
2126149,1
2126150,1
2126151,1
2126152,1
2126153,1
2126154,1
2126155,1
2126156,1
2126180,1
2126182,1
2126183,1
2126184,1
2126186,1
2126187,1
2126188,1
2129759,1
2129760,1
2129761,1
2129762,1
2129763,1
2129764,1
2129765,1
2129766,1
2129767,1
2129768,1
2129769,1
2129770,1
2129771,1
2129772,1
2129773,1
2129774,1
2129797,1
2129798,1
2129799,1
2129800,1
2129801,1
2129802,1
2129803,1
2129804,1
2129805,1
2133374,1
2133375,1
2133376,1
2133377,1
2133378,1
2133379,1
2133380,1
2133381,1
2133382,1
2133383,1
2133384,1
2133385,1
2133386,1
2133387,1
2133388,1
2133389,1
2133390,1
2133391,1
2133415,1
2133416,1
2133417,1
2133418,1
2133419,1
2133420,1
2133421,1
2133422,1
2136990,1
2136991,1
2136992,1
2136993,1
2136994,1
2136995,1
2136996,1
2136997,1
2136998,1
2136999,1
2137000,1
2137001,1
2137002,1
2137003,1
2137004,1
2137005,1
2137006,1
2137007,1
2137008,1
2137009,1
2137032,1
2137033,1
2137034,1
2137036,1
2137037,1
2140607,1
2140608,1
2140609,1
2140610,1
2140611,1
2140612,1
2140613,1
2140614,1
2140615,1
2140616,1
2140617,1
2140618,1
2140619,1
