cell_id,presence
1495027,1
1495028,1
1495029,1
1495030,1
1498635,1
1498636,1
1498637,1
1498638,1
1498639,1
1498640,1
1498641,1
1498642,1
1498643,1
1498644,1
1498645,1
1498646,1
1498647,1
1502249,1
1502250,1
1502251,1
1502252,1
1502253,1
1502254,1
1502255,1
1502256,1
1502257,1
1502258,1
1502259,1
1502260,1
1502261,1
1502262,1
1502263,1
1502264,1
1505863,1
1505864,1
1505865,1
1505866,1
1505867,1
1505868,1
1505869,1
1505870,1
1505871,1
1505873,1
1505875,1
1505877,1
1505878,1
1505879,1
1505880,1
1509478,1
1509479,1
1509480,1
1509481,1
1509482,1
1509488,1
1509491,1
1509492,1
1509493,1
1509494,1
1509495,1
1509496,1
1509497,1
1513105,1
1513106,1
1513107,1
1513108,1
1513109,1
1513110,1
1513111,1
1513112,1
1513113,1
1516719,1
1516720,1
1516721,1
1516722,1
1516723,1
1516724,1
1516725,1
1516726,1
1516727,1
1516728,1
1516729,1
1516730,1
1520324,1
1520331,1
1520332,1
1520333,1
1520334,1
1520335,1
1520336,1
1520337,1
1520338,1
1520339,1
1520340,1
1520341,1
1520342,1
1520343,1
1520344,1
1520345,1
1520346,1
1523941,1
1523943,1
1523945,1
1523946,1
1523947,1
1523948,1
1523949,1
1523950,1
1523951,1
1523952,1
1523953,1
1523954,1
1523955,1
1523956,1
1523957,1
1523958,1
1523959,1
1523960,1
1523961,1
1523962,1
1527556,1
1527557,1
1527558,1
1527559,1
1527560,1
1527561,1
1527562,1
1527563,1
1527564,1
1527565,1
1527566,1
1527567,1
1527568,1
1527569,1
1527570,1
1527571,1
1527572,1
1527573,1
1527574,1
1527575,1
1527576,1
1527577,1
1527578,1
1527579,1
1531175,1
1531176,1
1531177,1
1531178,1
1531179,1
1531180,1
1531181,1
1531182,1
1531183,1
1531184,1
1531185,1
1531186,1
1531187,1
1531188,1
1531189,1
1531190,1
1531191,1
1531192,1
1531193,1
1531194,1
1531195,1
1534791,1
1534792,1
1534793,1
1534794,1
1534795,1
1534796,1
1534797,1
1534798,1
1534799,1
1534800,1
1534801,1
1534802,1
1534803,1
1534804,1
1534805,1
1534806,1
1534807,1
1534808,1
1534809,1
1534810,1
1534811,1
1538407,1
1538408,1
1538409,1
1538410,1
1538411,1
1538412,1
1538413,1
1538414,1
1538415,1
1538416,1
1538417,1
1538418,1
1538419,1
1538420,1
1538421,1
1538422,1
1538423,1
1538424,1
1538425,1
1538426,1
1538427,1
1538428,1
1542024,1
1542025,1
1542026,1
1542027,1
1542028,1
1542029,1
1542030,1
1542031,1
1542032,1
1542033,1
1542034,1
1542035,1
1542036,1
1542037,1
1542038,1
1542039,1
1542040,1
1542041,1
1542042,1
1542043,1
1542044,1
1545640,1
1545641,1
1545642,1
1545643,1
1545644,1
1545645,1
1545646,1
1545647,1
1545648,1
1545649,1
1545650,1
1545651,1
1545652,1
1545653,1
1545654,1
1545655,1
1545656,1
1545657,1
1545658,1
1545659,1
1545660,1
1549256,1
1549257,1
1549258,1
1549259,1
1549260,1
1549261,1
1549262,1
1549263,1
1549264,1
1549265,1
1549266,1
1549267,1
1549268,1
1549269,1
1549270,1
1549271,1
1549272,1
1549273,1
1549274,1
1549275,1
1549276,1
1552872,1
1552873,1
1552874,1
1552875,1
1552876,1
1552877,1
1552878,1
1552879,1
1552880,1
1552881,1
1552882,1
1552883,1
1552884,1
1552885,1
1552886,1
1552887,1
1552888,1
1552889,1
1552890,1
1552891,1
1552892,1
1556488,1
1556489,1
1556490,1
1556491,1
1556492,1
1556493,1
1556494,1
1556495,1
1556496,1
1556497,1
1556498,1
1556499,1
1556500,1
1556501,1
1556502,1
1556503,1
1556504,1
1556505,1
1556506,1
1556507,1
1560105,1
1560106,1
1560107,1
1560108,1
1560109,1
1560110,1
1560111,1
1560112,1
1560113,1
1560114,1
1560115,1
1560116,1
1560117,1
1560118,1
1560119,1
1560120,1
1560121,1
1560122,1
1560123,1
1563709,1
1563721,1
1563722,1
1563723,1
1563724,1
1563725,1
1563726,1
1563727,1
1563728,1
1563729,1
1563730,1
1563731,1
1563732,1
1563733,1
1563734,1
1563735,1
1563736,1
1563737,1
1563738,1
1563739,1
1567321,1
1567336,1
1567337,1
1567338,1
1567339,1
1567340,1
1567341,1
1567342,1
1567343,1
1567344,1
1567345,1
1567346,1
1567347,1
1567348,1
1567349,1
1567350,1
1567351,1
1567352,1
1567353,1
1570938,1
1570952,1
1570953,1
1570954,1
1570955,1
1570956,1
1570957,1
1570958,1
1570959,1
1570960,1
1570961,1
1570962,1
1570963,1
1570964,1
1570965,1
1570966,1
1570967,1
1570968,1
1570969,1
1570970,1
1574552,1
1574553,1
1574560,1
1574568,1
1574569,1
1574570,1
1574571,1
1574572,1
1574573,1
1574574,1
1574575,1
1574576,1
1574577,1
1574578,1
1574579,1
1574580,1
1574581,1
1574582,1
1574583,1
1574584,1
1574585,1
1574586,1
1578168,1
1578169,1
1578177,1
1578178,1
1578184,1
1578185,1
1578186,1
1578187,1
1578188,1
1578189,1
1578190,1
1578191,1
1578192,1
1578193,1
1578194,1
1578195,1
1578196,1
1578197,1
1578198,1
1578199,1
1578200,1
1578201,1
1581784,1
1581785,1
1581793,1
1581794,1
1581795,1
1581796,1
1581797,1
1581799,1
1581800,1
1581801,1
1581802,1
1581803,1
1581804,1
1581805,1
1581806,1
1581807,1
1581808,1
1581809,1
1581810,1
1581811,1
1581812,1
1581813,1
1581814,1
1581815,1
1581816,1
1585400,1
1585401,1
1585402,1
1585410,1
1585411,1
1585412,1
1585413,1
1585416,1
1585417,1
1585418,1
1585419,1
1585420,1
1585421,1
1585422,1
1585423,1
1585424,1
1585425,1
1585426,1
1585427,1
1585428,1
1585429,1
1585430,1
1585431,1
1585432,1
1589017,1
1589019,1
1589027,1
1589028,1
1589029,1
1589031,1
1589032,1
1589033,1
1589034,1
1589035,1
1589036,1
1589037,1
1589038,1
1589039,1
1589040,1
1589041,1
1589042,1
1589043,1
1589044,1
1589045,1
1589046,1
1589047,1
1589048,1
1592633,1
1592634,1
1592635,1
1592644,1
1592645,1
1592646,1
1592647,1
1592648,1
1592649,1
1592650,1
1592651,1
1592652,1
1592653,1
1592654,1
1592655,1
1592656,1
1592657,1
1592658,1
1592659,1
1592660,1
1592661,1
1592662,1
1592663,1
1596250,1
1596251,1
1596261,1
1596262,1
1596263,1
1596264,1
1596265,1
1596266,1
1596267,1
1596268,1
1596269,1
1596270,1
1596271,1
1596272,1
1596273,1
1596274,1
1596275,1
1596276,1
1596277,1
1596278,1
1596279,1
1599866,1
1599867,1
1599868,1
1599879,1
1599880,1
1599881,1
1599882,1
1599883,1
1599884,1
1599885,1
1599886,1
1599887,1
1599888,1
1599889,1
1599890,1
1599891,1
1599892,1
1599893,1
1599894,1
1599895,1
1603476,1
1603483,1
1603484,1
1603485,1
1603495,1
1603496,1
1603497,1
1603498,1
1603499,1
1603500,1
1603501,1
1603502,1
1603503,1
1603504,1
1603505,1
1603506,1
1603507,1
1603508,1
1603509,1
1603510,1
1603511,1
1607099,1
1607100,1
1607102,1
1607112,1
1607113,1
1607114,1
1607115,1
1607116,1
1607117,1
1607118,1
1607119,1
1607120,1
1607121,1
1607122,1
1607123,1
1607124,1
1607125,1
1607126,1
1610716,1
1610728,1
1610729,1
1610730,1
1610731,1
1610732,1
1610733,1
1610734,1
1610735,1
1610736,1
1610737,1
1610738,1
1610739,1
1610740,1
1610741,1
1610742,1
1614326,1
1614333,1
1614334,1
1614344,1
1614345,1
1614346,1
1614347,1
1614348,1
1614349,1
1614350,1
1614351,1
1614352,1
1614353,1
1614354,1
1614355,1
1614356,1
1617945,1
1617950,1
1617951,1
1617961,1
1617962,1
1617963,1
1617964,1
1617965,1
1617966,1
1617967,1
1617968,1
1617969,1
1617970,1
1617971,1
1617972,1
1621562,1
1621563,1
1621564,1
1621567,1
1621568,1
1621569,1
1621576,1
1621577,1
1621578,1
1621579,1
1621580,1
1621581,1
1621582,1
1621583,1
1621584,1
1621585,1
1621586,1
1621587,1
1625181,1
1625182,1
1625183,1
1625184,1
1625185,1
1625186,1
1625187,1
1625192,1
1625193,1
1625194,1
1625195,1
1625196,1
1625197,1
1625198,1
1625199,1
1625200,1
1625201,1
1625202,1
1625203,1
1625204,1
1628799,1
1628800,1
1628801,1
1628802,1
1628803,1
1628808,1
1628809,1
1628810,1
1628811,1
1628812,1
1628813,1
1628814,1
1628815,1
1628816,1
1628817,1
1628818,1
1628819,1
1632417,1
1632418,1
1632419,1
1632420,1
1632425,1
1632426,1
1632427,1
1632428,1
1632429,1
1632430,1
1632431,1
1632432,1
1632433,1
1632434,1
1632435,1
1632436,1
1636033,1
1636034,1
1636035,1
1636036,1
1636037,1
1636040,1
1636041,1
1636042,1
1636043,1
1636044,1
1636045,1
1636046,1
1636047,1
1636048,1
1636049,1
1636050,1
1636051,1
1639649,1
1639650,1
1639651,1
1639652,1
1639653,1
1639656,1
1639657,1
1639658,1
1639659,1
1639660,1
1639661,1
1639662,1
1639663,1
1639664,1
1639665,1
1639666,1
