cell_id,presence
2103624,1
2107241,1
2110857,1
2110858,1
2110859,1
2114474,1
2114475,1
2114476,1
2114477,1
2118094,1
2121711,1
2121712,1
2125329,1
2125330,1
2128946,1
2128947,1
2132563,1
2132564,1
2132565,1
2132566,1
2136180,1
2136181,1
2136182,1
2136183,1
2139797,1
2139798,1
2139799,1
2139800,1
2143415,1
2143416,1
2143417,1
2143418,1
2147033,1
2147034,1
2147035,1
2147036,1
2150650,1
2150652,1
2150653,1
2150654,1
2154267,1
2154268,1
2154269,1
2154271,1
2154272,1
2157885,1
2157886,1
2157887,1
2157888,1
2157889,1
2157890,1
2161503,1
2161504,1
2161505,1
2161506,1
2161507,1
2165121,1
2165122,1
2165123,1
2165124,1
2165125,1
2168739,1
2168740,1
2168741,1
2168742,1
2172355,1
2172356,1
2172357,1
2172358,1
2172359,1
2172360,1
2175973,1
2175974,1
2175975,1
2175976,1
2175977,1
2179590,1
2179591,1
2179592,1
2179593,1
2179594,1
2183209,1
2183210,1
2186827,1
2186828,1
