cell_id,presence
3580167,1
3580168,1
3580169,1
3580170,1
3580171,1
3580172,1
3580173,1
3580174,1
3580175,1
3580176,1
3583782,1
3583783,1
3583784,1
3583785,1
3583786,1
3583787,1
3583788,1
3583789,1
3583790,1
3583791,1
3583792,1
3583793,1
3583794,1
3583795,1
3587397,1
3587398,1
3587399,1
3587400,1
3587401,1
3587402,1
3587403,1
3587404,1
3587405,1
3587408,1
3587409,1
3587410,1
3587411,1
3587412,1
3587413,1
3587414,1
3591012,1
3591013,1
3591014,1
3591015,1
3591016,1
3591017,1
3591018,1
3591019,1
3591020,1
3591021,1
3591022,1
3591025,1
3591027,1
3591028,1
3591029,1
3591030,1
3591031,1
3591032,1
3594629,1
3594630,1
3594631,1
3594632,1
3594633,1
3594634,1
3594635,1
3594636,1
3594637,1
3594638,1
3594639,1
3594640,1
3594641,1
3594643,1
3594645,1
3594646,1
3594647,1
3594648,1
3594649,1
3594650,1
3598245,1
3598246,1
3598247,1
3598248,1
3598249,1
3598250,1
3598251,1
3598252,1
3598253,1
3598254,1
3598255,1
3598256,1
3598257,1
3598258,1
3598259,1
3598260,1
3598261,1
3598262,1
3598263,1
3598264,1
3598265,1
3598266,1
3598267,1
3601860,1
3601861,1
3601862,1
3601863,1
3601864,1
3601868,1
3601869,1
3601870,1
3601871,1
3601872,1
3601873,1
3601874,1
3601875,1
3601876,1
3601877,1
3601878,1
3601880,1
3601881,1
3601882,1
3601883,1
3601885,1
3605476,1
3605477,1
3605478,1
3605479,1
3605480,1
3605481,1
3605482,1
3605483,1
3605484,1
3605485,1
3605486,1
3605487,1
3605488,1
3605489,1
3605490,1
3605495,1
3605496,1
3605497,1
3605498,1
3605501,1
3609092,1
3609093,1
3609094,1
3609095,1
3609096,1
3609097,1
3609098,1
3609099,1
3609100,1
3609101,1
3609102,1
3609103,1
3609104,1
3609105,1
3609106,1
3612708,1
3612709,1
3612710,1
3612711,1
3612712,1
3612713,1
3612714,1
3612715,1
3612716,1
3612717,1
3612718,1
3612719,1
3612720,1
3612721,1
3612722,1
3616324,1
3616325,1
3616326,1
3616327,1
3616328,1
3616329,1
3616330,1
3616331,1
3616332,1
3616333,1
3616334,1
3616335,1
3616336,1
3616337,1
3616338,1
3616339,1
3619940,1
3619941,1
3619942,1
3619943,1
3619944,1
3619945,1
3619946,1
3619947,1
3619948,1
3619949,1
3619950,1
3619951,1
3619952,1
3619953,1
3623557,1
3623558,1
3623559,1
3623560,1
3623561,1
3623562,1
3623564,1
3623565,1
3623566,1
3623567,1
3623568,1
3627173,1
3627183,1
3627184,1
3630801,1
3630802,1
3634418,1
3638035,1
3638041,1
3638042,1
3641651,1
3641652,1
3641653,1
3641654,1
3641657,1
3641658,1
3641659,1
3641660,1
3641661,1
3645271,1
3645272,1
3645273,1
3645278,1
3645279,1
3645287,1
3645288,1
3648896,1
3648897,1
3648902,1
3648903,1
3648905,1
3648906,1
3648907,1
3648908,1
3652489,1
3652490,1
3652501,1
3652502,1
3652514,1
3652515,1
3652518,1
3652519,1
3652524,1
3652525,1
3652528,1
3656106,1
3656107,1
3656118,1
3656119,1
3656132,1
3656134,1
3656135,1
3656142,1
3656144,1
3656145,1
3659723,1
3659726,1
3659727,1
3659735,1
3659736,1
3659737,1
3659738,1
3659739,1
3659748,1
3659751,1
3659758,1
3659759,1
3659760,1
3659761,1
3663340,1
3663341,1
3663342,1
3663343,1
3663344,1
3663345,1
3663352,1
3663353,1
3663354,1
3663356,1
3663357,1
3663363,1
3663364,1
3663365,1
3663368,1
3663375,1
3663376,1
3666962,1
3666963,1
3666964,1
3666966,1
3666967,1
3666970,1
3666971,1
3666973,1
3666974,1
3666975,1
3666978,1
3666979,1
3666980,1
3666981,1
3666983,1
3666984,1
3666985,1
3666991,1
3666992,1
3670582,1
3670583,1
3670584,1
3670585,1
3670588,1
3670591,1
3670592,1
3670593,1
3670595,1
3670596,1
3670598,1
3670599,1
3670600,1
3670601,1
3670602,1
3670608,1
3670609,1
3674199,1
3674200,1
3674201,1
3674202,1
3674203,1
3674204,1
3674205,1
3674208,1
3674209,1
3674211,1
3674212,1
3674213,1
3674215,1
3674216,1
3674224,1
3674225,1
3674226,1
3677820,1
3677821,1
3677822,1
3677823,1
3677825,1
3677826,1
3677827,1
3677828,1
3677829,1
3677830,1
3677831,1
3677832,1
3677833,1
3677834,1
3677842,1
3681442,1
3681443,1
3681444,1
3681451,1
3681452,1
3681453,1
3681454,1
3681455,1
3681456,1
3681457,1
3681458,1
3681459,1
3685071,1
3685072,1
3685073,1
3685075,1
3685076,1
3688694,1
3688695,1
3688696,1
3688697,1
